ID,Name,Category,Type,Grade,Score,Missing_Fields
ENT-31022,East Anglia,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31024,New Forest,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31026,Jack Straw,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31027,Lady Anne Clifford,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31029,Robyn Hodee,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31031,Other Outlaw Tales,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31032,Stephen Knight,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31033,Thomas Ohlgren,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31034,Middle English Texts,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31035,Series  Robin Hood,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31038,"General Editor 
Russell",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31039,"Peck 
University",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31040,"Rochester 
Associate Editor",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31041,"Alan Lupack 
University",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31042,"Rochester 
Advisory Board",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31043,"Rita Copeland 
University",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31044,"Minnesota 
Thomas",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31045,"Hahn 
University",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31046,"Rochester 
Lisa Kiser",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31048,"Thomas Seiler 
Western",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31049,Michigan University,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31050,"Shoaf 
University",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31051,"Florida 
Bonnie Wheeler",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31053,The Middle English,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31054,Texts Series,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31056,Imagining Robin Hood,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31059,The Canterbury,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31060,The Rose Cross,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31061,"Reason
Eighteenth",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31062,Century Rosicrucianism,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31064,"Enlightenment
Christopher",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31065,Rose Cross,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31066,"Reason
 State University",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31069,Prussian King,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31070,Frederick William,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31074,French Occult Revival,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31075,Western Esoteric,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31079,Inner Garden Press,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31080,Via Veritatis,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31082,"Moreh   
 
Published",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31085,"Inner
Garden Press",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31088,Inner Garden Foundation,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31089,The Inner Garden,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31090,Alchemical Tradition,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31092,Rosicrucian Revival,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31093,"Britain
    The",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31106,Editonal Board,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31107,The Spread,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31110,"The Netherlands 
All",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31111,"The Copynght 
Clearance",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31112,Rosewood Dnve,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31113,"Early 
Modern Drama",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31115,Sheffield Hallam University,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31116,Douglas Bruster,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31117,Early Modern Theatre,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31118,Genevieve Love,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31119,Imagining Cleopatra,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31120,Yasmin Arshad,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31121,Staging Britain,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31122,Kim Gilchrist,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31125,"Drama
Edited",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31126,Aisha Hussain,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31129,Shaping Behavior,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31130,"Apocalypse
Ben Jonson",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31132,Apocalyptic Projection,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31133,Comic Plot,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31135,Raymond Edwards,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31138,The Ben Jonson,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31139,Edinburgh University Press,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31144,Mark Houlahan,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31145,"The
Ouroboros",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31146,"Roger
Bacon",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31150,Graham Storey,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31151,Cyril Tourneur,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31153,"The
Revenger",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31154,The Atheist,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31155,"Tragedy
The",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31156,Philip Massinger,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31157,"Colin
Gibson",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31159,The Roman Actor,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31161,Pay Old Debts,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31162,The City Madam,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31163,Thomas Middleton,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31164,Mad  World,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31165,My Masters,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31166,Chaste Maid,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31167,Women Beware Women,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31168,The Changeling,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31169,William Rowley,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31170,William Wycherley,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31171,Peter Holland,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31172,The Gentleman Dancing,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31173,"The
Country Wife",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31174,The Plain Dealer,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31175,William Congreve,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31176,"Anthony
Henderson",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31177,The Old Batchelor,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31180,"World
The",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31181,Sir George Etherege,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31182,"Michael
Cordner",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31183,The Comical Revenge,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31184,"She
Would If",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31185,She Could,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31187,"Sir Fopling
Flutter",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31189,"Jonathan
Dollimore",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31190,Alan Sinfield,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31191,The White  Devil,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31193,Law Case,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31194,The Duchess,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31195,John Marston,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31196,Michael Neill,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31197,The Malcontent,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31198,"The Dutch
Courtesan",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31199,"Sophonisba
The",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31200,John Ford,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31201,Colin Gibson,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31202,Tis Pity She,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31203,The Broken Heart,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31204,"Perkin
Warbeck
The",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31206,"Johanna
Procter",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31207,"The Silent
Woman",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31209,"Martin
Butler",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31211,Bartholomew  Fair,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31212,The New Inn,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31213,"The Alchemist
Bartholomew",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31214,"Fair
The New",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31215,"Leeds
The",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31217,Why Lyrics Last,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31219,"Easterling
Regius Professor",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31220,"Cambridge
Philip Hardie",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31223,"Cambridge
Richard Hunter",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31224,Regius Professor,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31225,"Kenney
Kennedy Professor",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31226,"Oakley
Kennedy Professor",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31227,"Kennedy
Professor Emeritus",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31230,"Auckland 
University College",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31231,First Series,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31238,"Tyler Sasser
Children",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31239,University Library,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31240,"Literature
Adapting Canonical",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31242,Young People,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31243,Abigail Rokison,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31245,"Tyler Sasser
Adaptation",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31246,"Linda 
Hutcheon",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31247,As Hutcheon,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31249,Adapting Canonical Texts,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31250,Benjamin Lefebvre,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31251,"Textual 
Transformations",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31252,Mary Lamb,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31253,Mary Cowden Clarke,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31255,The Merchant,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31256,Jana Mikota,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31257,"Mirjam 
Pressler",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31259,Shylocks Tochter,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31260,Gotthold Ephraim Lessing,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31261,His Children,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31262,Eva Oppermann,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31263,Tad Williams,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31264,Susan Cooper,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31265,Maddalena Pennacchia,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31266,Animated Tales,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31268,Joseph Mankiewicz,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31269,Prime Minister John,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31270,Australian Labor Party,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31272,Andreas Capellanus,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31273,Sir Richard Fanshawe,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31274,As You Like,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31276,By Paul Ramsey,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31278,Blaise Hettich,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31279,"Meinrad College
Whether",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31280,Paul Ramsey,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31281,Perhaps Rowse,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31284,The Fickle Glass,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31285,By Ronald,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31287,"College
Ronald Sharp",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31288,Kenyon College,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31289,Kenyon Review,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31290,By Terrell,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31291,Arkansas College,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31292,"Batesville
Criticis",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31293,Poor Soul,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31294,National Council,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31295,College English,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31297,"English
The Firesign",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31299,"Beard 
Source",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31302,"English
Stable",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31303,Conditions Books,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31304,"Brandeis University 
The",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31305,Firesign Theatre,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31306,"Review 
Most",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31307,"Magister 
Ludi",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31309,Gary Snyder,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31310,"Crush That 
Dwarf",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31311,Hand Me The,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31314,"Rolling 
Stone",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31315,George Leroy Tire,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31316,"Finnegans 
Wake",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31319,Powerhouse Church,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31320,Presumptuous Assumption,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31321,"Rod 
Flash",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31322,"Pastor 
Flash",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31323,"God 
Almighty",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31324,Pastor Flash,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31325,"George 
Tirebiter",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31326,George Tirebiter,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31327,"Political Solutions 
Committee",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31328,Wolf Movie,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31329,"High 
School Madness",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31330,Henry Aldrich,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31332,Delivery Style,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31333,Listener Response,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31334,Rhythmical Performance,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31335,"Sonnets
Author",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31336,"Reuven Tsur
Source",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31337,College Literature,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31338,Cognitive Shakespeare,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31343,"College Literature
This",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31347,"Sonnets
 Reuven Tsur",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31348,Reuven Tsur,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31349,"Tel
 Aviv University",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31350,Cognitive Poetics,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31351,Poetic Rhythm,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31352,"An Empirical
 Study",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31354,The Rhythmical Performance,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31355,"Poetry
 This",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31357,An Empirical Study,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31360,The New Princeton,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31361,In Wellek,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31362,Oriented Theory,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31363,Gerry Knowles,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31364,"He
This",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31365,Sweet Power,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31366,The Political Magic,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31367,Miraculous Harp,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31369,"Simonds
Source",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31370,Comparative Drama,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31371,"Comparative Drama
Stable",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31373,"Comparative
Drama
This",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31377,"The Tempest
 Peggy",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31378,"Simonds
 In",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31379,Robin Headlam Wells,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31385,Although Orpheus,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31387,David Norbrook,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31388,Although Norbrook,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31391,Wisconsin System,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31393,Contemporary Literature,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31394,"Wisconsin System
University",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31395,"Wisconsin Press
An",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31396,"Kobo 
Author",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31397,"Kobo 
Source",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31399,"Wisconsin Press
Stable",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31400,Abe Kobo,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31401,Lewis Carroll,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31402,"Abe Kobo 
Studio",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31403,The Fake,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31405,Dale Saunders,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31406,Donald Keene,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31408,Grove Press,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31409,Four Stories,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31410,Andrew Horvat,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31411,The Deaf Girl,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31412,The Dog,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31413,The Dream Soldier,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31414,The Cliff,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31415,New Writing,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31416,Yukio Mishima,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-31417,Geoffrey Bownas,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
